Go.	Geh.
Take Tom home.	Bring Tom nach Hause!
Take Tom home.	Bringen Sie Tom nach Hause!
Take a number.	Ziehe eine Nummer!
Take a number.	Ziehen Sie eine Nummer!
Take a number.	Zieh eine Nummer!
Take a shower.	Geh duschen!
Take him away.	Führt ihn ab!
Take him away.	Abführen!
Take me there.	Bring mich dahin.
Take my horse.	Nimm mein Pferd.
Take only one.	Nimm nur eines.
Take only one.	Nimm nur einen.
Take only one.	Nimm nur eine.
Take us there.	Bring uns hin.
Tastes differ.	Geschmäcker sind verschieden.
Tell Tom that.	Sag das Tom.
Tell me again.	Sag es mir nochmal.
Thanks anyway.	Danke trotzdem.
Thanks anyway.	Trotzdem danke!
That can wait.	Das hat Zeit.
That can't be.	Das kann gar nicht sein.
That isn't it.	Das ist es nicht.
That one's OK.	Der da ist in Ordnung.
That one's OK.	Der da ist OK.
That one's OK.	Die da ist in Ordnung.
That one's OK.	Die da ist OK.
That one's OK.	Das da ist in Ordnung.
That one's OK.	Das da ist OK.
That was easy.	Das war einfach.
That was fast.	Das war schnell.
That was good.	Das war gut.
That was loud.	Das war laut.
That was mean.	Das war gemein.
That was ours.	Das war unsres.
That was ours.	Das war unsrer.
That was ours.	Das war unsre.
That'd be fun.	Das wäre toll.
That'd be fun.	Das würde Spaß machen.
That'd be fun.	Das wäre lustig.
That'll do it.	Das wird es tun.
That's Saturn.	Das ist der Saturn.
That's a boat.	Das ist ein Boot.
That's a book.	Das ist ein Buch.
That's a copy.	Das ist eine Kopie.
That's a doll.	Das ist eine Puppe.
That's a fact.	Das ist eine Tatsache.
That's a fact.	Das ist ein Faktum.
That's a fake.	Das ist eine Kopie.
That's a fake.	Das ist eine Fälschung.
That's a fish.	Das ist ein Fisch.
That's a hare.	Das ist ein Hase.
That's a hare.	Das dort ist ein Hase.
That's a joke.	Das ist ein Witz.
That's a joke.	Das ist ein Scherz.
That's a myth.	Das ist ein Mythos.
That's a pity.	Das ist schade.
That's a plan.	Das ist ein Plan.
That's a risk.	Das ist ein Risiko.
That's a sign.	Das ist ein Zeichen.
That's a tree.	Das ist ein Baum.
That's better.	Besser.
That's better.	Das ist besser.
That's broken.	Das ist kaputt.
That's broken.	Das funktioniert nicht.
That's doable.	Das ist machbar.
That's enough.	Es reicht!
That's enough.	Das reicht.
That's enough.	Das ist genug.
That's enough.	Es reicht.
That's lovely.	Das ist entzückend.
That's my boy.	Das ist mein Junge.
That's my car.	Das ist mein Auto.
That's my cat.	Das ist meine Katze.
That's my dad.	Das ist mein Vater.
That's my dog.	Das ist mein Hund.
That's my job.	Das ist meine Aufgabe.
That's not OK.	Das ist nicht okay.
That's simple.	Das ist einfach.
That's so sad.	Das ist so traurig.
That's stupid.	Das ist blöd.
That's unfair.	Das ist ungerecht.
That's untrue.	Das stimmt nicht.
The bell rang.	Die Glocke läutete.
The cup broke.	Die Tasse zerbrach.
The girls won.	Die Mädchen haben gewonnen.
The girls won.	Die Mädchen gewannen.
The girls won.	Die Mädchen siegten.
The girls won.	Die Mädchen haben gesiegt.
There is hope.	Es besteht Hoffnung.
There is more.	Es gibt noch mehr.
There you are.	Hier bitte.
These are new.	Diese sind neu.
They all knew.	Sie wussten alle Bescheid.
They are busy.	Sie haben zu tun.
They are busy.	Sie sind beschäftigt.
They are dead.	Sie sind tot.
They can help.	Sie können helfen.
They can wait.	Sie können warten.
They canceled.	Sie kündigten.
They canceled.	Sie sagten ab.
They fixed it.	Sie haben es repariert.
They fixed it.	Sie haben es in Ordnung gebracht.
They fixed it.	Sie haben es korrigiert.
They found it.	Sie haben es gefunden.
They found us.	Sie haben uns gefunden.
They hate you.	Sie hassen dich.
They know Tom.	Sie kennen Tom.
They know Tom.	Die kennen Tom.
They know him.	Sie kennen ihn.
They know you.	Sie kennen dich.
They love Tom.	Sie lieben Tom.
They loved it.	Sie mochten es.
They loved it.	Die liebten es.
They may come.	Sie können kommen.
They may come.	Die können kommen.
They need him.	Sie brauchen ihn.
They said yes.	Sie sagten ja.
They sat down.	Sie setzten sich.
They saved us.	Sie haben uns gerettet.
They split up.	Sie haben sich getrennt.
They vanished.	Sie verschwanden.
They want Tom.	Sie wollen Tom.
They will die.	Sie werden sterben.
They'll be OK.	Es wird ihnen gutgehen.
They'll do it.	Sie werden es tun.
They're Asian.	Sie sind Asiaten.
They're Tom's.	Sie sind Toms.
They're alone.	Sie sind allein.
They're angry.	Sie sind wütend.
They're angry.	Sie sind zornig.
They're armed.	Sie sind bewaffnet.
They're awake.	Sie sind wach.
They're broke.	Sie sind pleite.
They're brown.	Sie sind braun.
They're crazy.	Die haben sie nicht mehr alle!
They're drunk.	Sie sind betrunken.
They're drunk.	Sie sind blau.
They're dying.	Sie sterben.
They're early.	Sie sind früh dran.
They're empty.	Sie sind leer.
They're fools.	Das sind Dummköpfe.
They're going.	Sie gehen.
They're great.	Sie sind großartig.
They're green.	Sie sind grün.
They're happy.	Sie sind glücklich.
They're lying.	Sie lügen.
They're quiet.	Sie sind still.
They're quiet.	Sie sind leise.
They're quiet.	Sie sind ruhig.
They're ready.	Sie sind bereit.
They're right.	Sie haben recht.
They're right.	Sie haben Recht.
They're small.	Sie sind klein.
They're spies.	Das sind Spione.
They're there.	Sie sind dort.
They're tired.	Sie sind müde.
They're upset.	Sie sind bestürzt.
They're wrong.	Die irren sich.
They're wrong.	Die haben unrecht.
They're young.	Sie sind jung.
They're yours.	Sie sind deine.
Things change.	Die Dinge ändern sich.
Things happen.	So etwas passiert nun mal.
Think it over.	Denk mal drüber nach.
This is Japan.	Das hier ist Japan.
This is Tom's.	Das gehört Tom.
This is a DVD.	Das ist eine DVD.
This is a dog.	Das ist ein Hund.
This is a dog.	Dies ist ein Hund.
This is a map.	Dies ist eine Landkarte.
This is a pen.	Das ist ein Füller.
This is a pen.	Das ist ein Kuli.
This is a pot.	Das ist ein Häfen.
This is a pun.	Das ist ein Wortspiel.
This is crazy.	Das ist verrückt.
This is crazy.	Das ist Wahnsinn.
This is funny.	Das ist komisch.
This is great.	Das ist toll.
This is my CD.	Das ist meine CD.
This is water.	Das ist Wasser.
This is weird.	Das ist komisch.
This is wrong.	Das ist falsch.
This is yours.	Das ist deins.
This is yours.	Das ist Ihres.
This must end.	Das muss aufhören!
This one's OK.	Dieser ist in Ordnung.
This was hard.	Das war schwierig.
This was hard.	Das war schwer.
Throw it away.	Wirf es weg.
Throw it away.	Wirf’s weg!
Time is money.	Zeit ist Geld.
Tom adores me.	Tom betet mich an.
Tom adores me.	Tom himmelt mich an.
Tom and I ran.	Tom und ich rannten.
Tom applauded.	Tom klatschte.
Tom applauded.	Tom applaudierte.
Tom applauded.	Tom spendete Beifall.
Tom applauded.	Tom hat geklatscht.
Tom applauded.	Tom hat applaudiert.
Tom applauded.	Tom hat Beifall gespendet.
Tom asked why.	Tom fragte, warum.
Tom ate alone.	Tom aß allein.
Tom ate alone.	Tom hat allein gegessen.
Tom avoids me.	Tom meidet mich.
Tom bent down.	Tom bückte sich.
Tom blames us.	Tom gibt uns die Schuld.
Tom called me.	Tom rief mich an.
Tom called us.	Tom hat uns gerufen.
Tom called us.	Tom hat uns angerufen.
Tom came here.	Tom kam hierher.
Tom came home.	Tom kam nach Hause.
Tom came home.	Tom ist nach Hause gekommen.
Tom came last.	Tom kam als Letzter.
Tom came over.	Tom kam vorbei.
Tom can do it.	Tom kann es machen.
Tom can do it.	Tom schafft das.
Tom can drive.	Tom kann Auto fahren.
Tom can leave.	Tom kann gehen.
Tom can skate.	Tom kann Schlittschuh laufen.
Tom can't ski.	Tom kann nicht Ski fahren.
Tom can't win.	Tom kann nicht gewinnen.
Tom closed it.	Tom hat es geschlossen.
Tom closed it.	Tom hat es zugemacht.
Tom confessed.	Tom hat gebeichtet.
Tom confessed.	Tom gestand.
Tom confessed.	Tom beichtete.
Tom could die.	Tom könnte sterben.
Tom could win.	Tom könnte gewinnen.
Tom denied it.	Tom stritt es ab.
Tom did do it.	Doch, Tom hat es gemacht.
Tom did great.	Tom hat sich hervorragend geschlagen.
Tom did great.	Tom hat das toll gemacht.
Tom disagreed.	Tom stimmte nicht zu.
Tom disagreed.	Tom war anderer Meinung.
Tom disagreed.	Tom widersprach.
Tom does that.	Tom macht das.
Tom dozed off.	Tom schlief ein.
Tom dumped me.	Tom hat mich sitzenlassen.
Tom exercised.	Tom ertüchtigte sich.
Tom exercised.	Tom hat sich ertüchtigt.
Tom exercises.	Tom trainiert.
Tom felt cold.	Dem Thomas war es kalt.
Tom felt fine.	Tom fühlte sich gut.
Tom felt good.	Tom fühlte sich gut.
Tom felt safe.	Tom fühlte sich sicher.
Tom felt sick.	Tom fühlte sich krank.
Tom felt weak.	Tom fühlte sich schwach.
Tom found one.	Tom hat einen gefunden.
Tom found one.	Tom hat eine gefunden.
Tom found one.	Tom hat eins gefunden.
Tom got a job.	Tom hat eine Arbeit gefunden.
Tom got drunk.	Tom wurde betrunken.
Tom got fired.	Tom wurde entlassen.
Tom got fired.	Tom wurde gefeuert.
Tom got stuck.	Tom blieb stecken.
Tom graduated.	Tom schloss die Schule ab.
Tom graduated.	Tom schloss die Hochschule ab.
Tom graduated.	Tom machte seinen Abschluss.
Tom had a cat.	Tom hatte eine Katze.
Tom had a dog.	Tom hatte einen Hund.
Tom had a gun.	Tom hatte eine Waffe.
Tom had a son.	Tom hat einen Sohn bekommen.
Tom had a son.	Tom hatte einen Sohn.
Tom had to go.	Tom musste weggehen.
Tom has a car.	Tom hat ein Auto.
Tom has a car.	Tom hat einen Wagen.
Tom has a cat.	Tom hat eine Katze.
Tom has a cow.	Tom hat eine Kuh.
Tom has a dog.	Tom hat einen Hund.
Tom has a gun.	Tom hat eine Waffe.
Tom has a job.	Tom hat Arbeit.
Tom has a kid.	Tom hat ein Kind.
Tom has a map.	Tom hat eine Landkarte.
Tom has a map.	Tom hat eine Karte.
Tom has a son.	Tom hat einen Sohn.
Tom has grown.	Tom ist gewachsen.
Tom has money.	Tom hat Geld.
Tom has plans.	Tom hat Pläne.
Tom has to go.	Tom muss gehen.
Tom helped me.	Tom half mir.
Tom helped us.	Tom half uns.
Tom hesitated.	Tom zögerte.
Tom hugged me.	Tom hat mich umarmt.
Tom hugged me.	Tom umarmte mich.
Tom hugged me.	Tom hat mich geknuddelt.
Tom is a baby.	Tom ist ein Baby.
Tom is a brat.	Tom ist ein Balg.
Tom is a chef.	Tom ist Koch.
Tom is a cook.	Tom ist Koch.
Tom is a fool.	Tom ist ein Narr.
Tom is a hero.	Tom ist ein Held.
Tom is a jock.	Tom ist ein Sportler.
Tom is a monk.	Tom ist Mönch.
Tom is a poet.	Tom ist ein Poet.
Tom is a slob.	Tom ist ein Chaot.
Tom is a temp.	Tom ist Zeitarbeiter.
Tom is a wimp.	Tom ist ein Weichei.
Tom is abroad.	Tom ist im Ausland.
Tom is absent.	Tom ist nicht da.
Tom is active.	Tom ist aktiv.
Tom is afraid.	Tom hat Angst.
Tom is asleep.	Tom schläft.
Tom is better.	Tom geht es besser.
Tom is biased.	Tom ist parteiisch.
Tom is boring.	Tom ist langweilig.
Tom is chubby.	Tom ist ein Pummel.
Tom is chubby.	Tom ist pummelig.
Tom is clever.	Tom ist klug.
Tom is coming.	Tom kommt.
Tom is crafty.	Tom ist schlau.
Tom is crafty.	Tom ist gerissen.
Tom is cranky.	Tom ist unleidlich.
Tom is crying.	Tom weint.
Tom is crying.	Tom heult.
Tom is dozing.	Tom döst.
Tom is dozing.	Tom schlummert.
Tom is dreamy.	Tom ist verträumt.
Tom is driven.	Tom ist ehrgeizig.
Tom is family.	Tom ist mit mir verwandt.
Tom is family.	Tom gehört zur Familie.
Tom is filthy.	Tom ist schmutzig.
Tom is frugal.	Er ist sparsam.
Tom is frugal.	Tom ist sparsam.
Tom is heroic.	Tom ist heldenhaft.
Tom is hiding.	Tom versteckt sich.
Tom is hiding.	Tom versteckt sich gerade.
Tom is honest.	Tom ist aufrichtig.
Tom is honest.	Tom ist ehrlich.
Tom is inside.	Tom ist drinnen.
Tom is joking.	Tom witzelt.
Tom is joking.	Tom scherzt.
Tom is joking.	Tom macht Witze.
Tom is lonely.	Tom ist einsam.
Tom is losing.	Tom verliert.
Tom is loving.	Tom ist liebevoll.
Tom is loving.	Tom liebt.
Tom is my boy.	Tom ist mein Junge.
Tom is my dad.	Tom ist mein Vater.
Tom is my dad.	Tom ist mein Papa.
Tom is my dad.	Tom ist mein Vati.
Tom is my kid.	Tom ist mein Kind.
Tom is nearby.	Tom ist in der Nähe.
Tom is normal.	Tom ist normal.
Tom is not in.	Tom ist nicht hier.
Tom is now up.	Tom ist jetzt auf.
Tom is paying.	Tom bezahlt.
Tom is puking.	Tom übergibt sich.
Tom is puking.	Tom erbricht sich.
Tom is rested.	Tom ist ausgeruht.
Tom is scared.	Tom hat Angst.
Tom is simple.	Tom ist einfältig.
Tom is single.	Tom ist unverheiratet.
Tom is single.	Tom ist ledig.
Tom is skinny.	Tom ist mager.
Tom is sleepy.	Tom ist schläfrig.
Tom is sneaky.	Tom ist raffiniert.
Tom is so hot.	Tom ist so heiß.
Tom is stingy.	Tom ist geizig.
Tom is stoned.	Tom ist bekifft.
Tom is strict.	Tom ist streng.
Tom is strong.	Tom ist stark.
Tom is stupid.	Tom ist blöd.
Tom is thirty.	Tom ist dreißig.
Tom is touchy.	Tom ist empfindlich.
Tom is trying.	Tom versucht es.
Tom is unkind.	Tom ist unfreundlich.
Tom is unwell.	Tom ist schlecht.
Tom is wasted.	Tom ist erledigt.
Tom is wicked.	Tom ist verrucht.
Tom isn't bad.	Tom ist nicht schlecht.
Tom isn't mad.	Tom ist nicht verrückt.
Tom isn't old.	Tom ist nicht alt.
Tom isn't sad.	Tom ist nicht traurig.
Tom isn't wet.	Tom ist nicht nass.
Tom joined us.	Tom trat uns bei.
Tom joined us.	Tom gesellte sich zu uns.
Tom just died.	Tom ist gerade gestorben.
Tom just left.	Tom ist gerade gegangen.
Tom kept warm.	Tom hielt sich warm.
Tom knew Mary.	Tom kannte Maria.
Tom knew that.	Tom wusste das.
Tom knew this.	Tom wusste das.
Tom knows her.	Tom kennt sie.
Tom knows him.	Tom kennt ihn.
Tom knows now.	Tom weiß es jetzt.
Tom knows why.	Tom kennt den Grund.
Tom knows you.	Tom kennt dich.
Tom left that.	Tom hat das liegengelassen.
Tom left this.	Tom hat das liegenlassen.
Tom left town.	Tom verließ die Stadt.
Tom left, too.	Tom ist auch gegangen.
Tom let us go.	Tom ließ uns gehen.
Tom liked you.	Tom mochte dich.
Tom liked you.	Tom mochte Sie.
Tom liked you.	Tom mochte euch.
Tom likes her.	Tom mag sie.
Tom likes him.	Tom mag ihn.
Tom likes rum.	Tom liebt Rum.
Tom likes tea.	Tom liebt Tee.
Tom likes you.	Tom mag dich.
Tom looked OK.	Tom sah okay aus.
Tom looked up.	Tom schaute nach oben.
Tom looked up.	Tom blickte auf.
Tom looks bad.	Tom sieht schlecht aus.
Tom looks ill.	Tom sieht krank aus.
Tom looks old.	Tom sieht alt aus.
Tom looks sad.	Tom sieht traurig aus.
Tom lost Mary.	Tom verlor Maria.
Tom loved you.	Tom hat dich geliebt.
Tom loves you.	Tom liebt dich.
Tom loves you.	Tom liebt Sie.
Tom loves you.	Tom liebt euch.
Tom made rice.	Tom hat Reis gemacht.
Tom may be OK.	Tom ist vielleicht okay.
Tom may be up.	Tom ist vielleicht auf.
Tom may leave.	Tom kann gehen.
Tom may leave.	Tom kann weggehen.
Tom might cry.	Tom könnte weinen.
Tom needed me.	Tom brauchte mich.
Tom needs you.	Tom braucht dich.
Tom needs you.	Tom braucht Sie.
Tom needs you.	Tom braucht euch.
Tom needs you.	Tom hat dich nötig.
Tom opened up.	Tom öffnete.
Tom overslept.	Tom hat verschlafen.
Tom pays well.	Tom zahlt gut.
Tom protested.	Tom protestierte.
Tom pushed me.	Tom schubste mich.
Tom raised me.	Tom hat mich aufgezogen.
Tom recovered.	Tom hat sich erholt.
Tom remembers.	Tom erinnert sich.
Tom runs fast.	Tom ist ein schneller Läufer.
Tom runs fast.	Tom rennt schnell.
Tom rushed in.	Tom stürzte hinein.
Tom rushed in.	Tom stürzte herein.
Tom rushed in.	Tom stürmte herein.
Tom rushed in.	Tom stürmte hinein.
Tom said that.	Das hat Tom gesagt.
Tom said that.	Tom hat das gesagt.
Tom sat alone.	Tom saß allein.
Tom scares me.	Tom macht mir Angst.
Tom seems old.	Tom scheint alt zu sein.
Tom set me up.	Tom hat mich reingelegt.
Tom shot Mary.	Tom erschoss Mary.
Tom shot Mary.	Tom hat Mary erschossen.
Tom staggered.	Tom wankte.
Tom struggled.	Tom tat sich schwer.
Tom succeeded.	Tom hatte Erfolg.
Tom taught me.	Tom zeigte es mir.
Tom taught me.	Tom hat es mir gezeigt.
Tom texted me.	Tom hat mich angeschrieben.
Tom told Mary.	Tom sagte es Maria.
Tom trusts me.	Tom vertraut mir.
Tom trusts us.	Tom vertraut uns.
Tom wanted it.	Tom wollte es.
Tom wants one.	Tom will eins.
Tom wants one.	Tom will eine.
Tom wants one.	Tom will einen.
Tom wants you.	Tom will dich.
Tom warned us.	Tom hat uns davor gewarnt.
Tom was a spy.	Tom war ein Spion.
Tom was alone.	Tom war allein.
Tom was angry.	Tom war wütend.
Tom was blind.	Tom war blind.
Tom was bored.	Tom war gelangweilt.
Tom was brave.	Tom war mutig.
Tom was dirty.	Tom war schmutzig.
Tom was dizzy.	Tom war schwindelig.
Tom was drunk.	Tom war betrunken.
Tom was dying.	Tom war am Sterben.
Tom was early.	Tom war früh dran.
Tom was fired.	Tom wurde entlassen.
Tom was fired.	Tom wurde gefeuert.
Tom was frank.	Tom war aufrichtig.
Tom was great.	Tom war super.
Tom was happy.	Tom war glücklich.
Tom was hired.	Tom wurde eingestellt.
Tom was livid.	Tom war auf achtzig.
Tom was livid.	Tom war fuchsteufelswild.
Tom was lucky.	Tom hatte Glück.
Tom was lying.	Tom log.
Tom was moody.	Tom hatte schlechte Laune.
Tom was moved.	Tom war gerührt.
Tom was naive.	Tom war naiv.
Tom was naked.	Tom war nackt.
Tom was pushy.	Tom war aufdringlich.
Tom was quick.	Tom war schnell.
Tom was quiet.	Tom war wortkarg.
Tom was ready.	Tom war bereit.
Tom was scary.	Tom war beängstigend.
Tom was smart.	Tom war klug.
Tom was sober.	Tom war nüchtern.
Tom was sweet.	Tom war ganz reizend.
Tom was there.	Tom war da.
Tom was tipsy.	Tom war beschwipst.
Tom was tipsy.	Tom war angetrunken.
Tom was tired.	Tom war müde.
Tom was tough.	Tom war zäh.
Tom was upset.	Tom war verärgert.
Tom was upset.	Tom war bestürzt.
Tom was weary.	Tom war müde.
Tom was wrong.	Tom hatte unrecht.
Tom was young.	Tom war jung.
Tom wasn't OK.	Tom ging es nicht gut.
Tom wasn't in.	Tom war nicht zu Hause.
Tom went away.	Tom ging weg.
Tom went home.	Tom ging nach Hause.
Tom went mute.	Tom wurde stumm.
Tom went nuts.	Tom drehte durch.
Tom went pale.	Tom erblasste.
Tom went pale.	Tom wurde blass.
Tom went west.	Tom zog gen Westen.
Tom whispered.	Tom flüsterte.
Tom will call.	Tom wird anrufen.
Tom will come.	Tom wird kommen.
Tom will cook.	Tom wird kochen.
Tom will fail.	Tom wird versagen.
Tom will fail.	Tom wird durchfallen.
Tom will help.	Tom wird helfen.
Tom will know.	Tom wird es wissen.
Tom will lose.	Tom wird verlieren.
Tom will obey.	Tom wird gehorchen.
Tom will quit.	Tom wird aufhören.
Tom will quit.	Tom wird aufgeben.
Tom will sing.	Tom wird singen.
Tom will stay.	Tom wird bleiben.
Tom will swim.	Tom wird schwimmen.
Tom will talk.	Tom wird erzählen.
Tom will wait.	Tom wird warten.
Tom will walk.	Tom geht zu Fuß.
Tom will walk.	Tom wird laufen.
Tom will work.	Tom wird arbeiten.
Tom won again.	Tom hat wieder gewonnen.
Tom won't die.	Tom wird nicht sterben.
Tom won't win.	Tom wird nicht gewinnen.
Tom would cry.	Tom würde weinen.
Tom zoomed in.	Tom zoomte rein.
Tom'll change.	Tom wird sich ändern.
Tom'll change.	Tom wird sich umziehen.
Tom'll manage.	Tom wird zurechtkommen.
Tom's adopted.	Tom wurde adoptiert.
Tom's amazing.	Tom ist erstaunlich.
Tom's annoyed.	Tom ist genervt.
Tom's anxious.	Tom ist verunsichert.
Tom's choking.	Tom erstickt.
Tom's choking.	Tom ist am Würgen.
Tom's cooking.	Tom kocht.
Tom's correct.	Tom hat recht.
Tom's correct.	Tom hat Recht.
Tom's elderly.	Tom ist schon etwas älter.
Tom's engaged.	Tom ist verlobt.
Tom's fainted.	Tom ist ohnmächtig geworden.
Tom's healthy.	Tom ist gesund.
Tom's helping.	Tom hilft.
Tom's injured.	Tom ist verletzt.
Tom's limping.	Tom hinkt.
Tom's limping.	Tom humpelt.
Tom's missing.	Tom fehlt.
Tom's packing.	Tom packt.
Tom's resting.	Tom ruht sich aus.
Tom's retired.	Tom ist im Ruhestand.
Tom's singing.	Tom singt.
Tom's smoking.	Tom raucht.
Tom's strange.	Tom ist komisch.
Tom's thirsty.	Tom hat Durst.
Tom's unarmed.	Tom ist unbewaffnet.
Tom's useless.	Tom ist nutzlos.
Tom's violent.	Tom ist gewalttätig.
Tom's wounded.	Tom ist verwundet.
Tom's wounded.	Tom ist verletzt.
Tom's yelling.	Tom schreit.
Tom, I'm here.	Tom, ich bin hier.
Tom, I'm home.	Tom, ich bin zu Hause.
Try and do it.	Versuch es und mach es!
Try and do it.	Versuchen Sie es und machen Sie es!
Turn the page.	Blättern Sie um.
Use your feet.	Machen Sie von Ihren Füßen Gebrauch.
Use your fist.	Nutze deine Faust!
Wait a minute.	Einen Augenblick...
Wait a minute.	Gib mir eine Minute!
Wait a minute.	Warte eine Minute.
Wait a moment.	Warte einen Augenblick.
Wait a moment.	Warte mal kurz.
Wait a moment.	Wartet mal kurz.
Wait a moment.	Warten Sie mal kurz.
Wait a second.	Warte mal kurz!
Wait a second.	Moment mal!
Wait a second.	Augenblick mal!
Wait till six.	Warte bis sechs.
Wait till six.	Warten Sie bis sechs!
Wake up, dear.	Aufwachen, Liebes!
Walk this way.	Gehe hier entlang!
Walk this way.	Gehen Sie hier entlang!
War broke out.	Krieg brach aus.
Was I snoring?	Habe ich geschnarcht?
Was Tom angry?	War Tom wütend?
Was Tom fired?	Ist Tom entlassen worden?
Was Tom fired?	Wurde Tom entlassen?
Was Tom funny?	War Tom lustig?
Was Tom happy?	War Tom glücklich?
Was Tom right?	Hatte Tom recht?
Was Tom there?	War Tom da?
Was it a joke?	War es ein Scherz?
Was it a joke?	War das ein Witz?
Was that a no?	War das ein Nein?
Wash yourself.	Wasch dich.
Watch closely.	Schau genau zu.
Watch closely.	Schauen Sie genau zu.
Watch closely.	Schau gut zu.
Watch closely.	Schauen Sie gut zu.
Watch my back.	Gib mir Rückendeckung!
Wax the floor.	Bohnere den Fußboden.
We admire you.	Wir bewundern dich.
We admire you.	Wir bewundern Sie.
We admire you.	Wir bewundern euch.
We all change.	Wir alle verändern uns.
We all change.	Wir verändern uns alle.
We apologized.	Wir haben uns entschuldigt.
We are at war.	Wir sind im Krieg.
We are doomed.	Wir sind verloren.
We are hungry.	Wir sind hungrig.
We assumed so.	Wir haben es vermutet.
We can end it.	Wir können es beenden.
We can go now.	Wir können jetzt gehen.
We can manage.	Wir kommen schon klar.
We can try it.	Wir können es versuchen.
We can't lose.	Wir können nicht verlieren.
We can't wait.	Wir können nicht warten.
We caught Tom.	Wir haben Tom gefangen.
We caught Tom.	Wir haben Tom erwischt.
We didn't try.	Wir haben's nicht versucht.
We do love it.	Wir lieben es.
We don't know.	Wir wissen es nicht.
We drove home.	Wir fuhren heim.
We found them.	Wir haben sie gefunden.
We got robbed.	Wir wurden ausgeraubt.
We got robbed.	Wir sind ausgeraubt worden.
We had a plan.	Wir hatten einen Plan.
We had doubts.	Wir hatten Zweifel.
We have a car.	Wir haben ein Auto.
We have a dog.	Wir haben einen Hund.
We have money.	Wir haben Geld.
We have plans.	Wir haben Pläne.
We have rules.	Wir haben Regeln.
We have to go.	Wir müssen gehen.
We helped Tom.	Wir halfen Tom.
We hit it off.	Wir haben uns sofort prima verstanden.
We like music.	Wir mögen Musik.
We meant well.	Wir haben es gut gemeint.
We missed you.	Du hast uns gefehlt.
We must focus.	Wir müssen uns konzentrieren.
We must hurry.	Wir müssen uns beeilen.
We need a car.	Wir brauchen einen Wagen.
We need a map.	Wir brauchen eine Karte.
We need a map.	Wir brauchen eine Landkarte.
We need a saw.	Wir brauchen eine Säge.
We need money.	Wir brauchen Geld.
We need money.	Wir haben Geld nötig.
We need music.	Wir brauchen Musik.
We need paper.	Wir brauchen Papier.
We need space.	Wir brauchen Platz.
We need to go.	Wir müssen gehen.
We need tools.	Wir brauchen Werkzeug.
We need water.	Wir brauchen Wasser.
We never lose.	Wir verlieren nie.
We never sing.	Wir singen nie.
We never swim.	Wir schwimmen nie.
We never talk.	Wir reden nie.
We opposed it.	Wir haben uns dagegengestellt.
We sell fruit.	Wir verkaufen Obst.
We started it.	Wir haben damit angefangen.
We tried that.	Wir versuchten das.
We want a car.	Wir wollen ein Auto.
We want candy.	Wir wollen etwas Süßes.
We want candy.	Wir wollen Süßigkeiten.
We want peace.	Wir wollen Frieden.
We want to go.	Wir wollen gehen.
We want to go.	Wir wollen weg.
We were alone.	Wir waren allein.
We were bored.	Wir haben uns gelangweilt.
We were bored.	Uns war langweilig.
We were close.	Wir waren nahe dran.
We were drunk.	Wir waren betrunken.
We were happy.	Wir waren glücklich.
We were lucky.	Glück gehabt!
We were ready.	Wir waren bereit.
We were right.	Wir hatten recht.
We were there.	Wir waren dort.
We were tired.	Wir waren müde.
We were upset.	Wir waren verärgert.
We were wrong.	Wir haben uns geirrt.
We were young.	Wir waren jung.
We will fight.	Wir werden kämpfen.
We won't bite.	Wir beißen nicht.
We won't lose.	Wir werden nicht verlieren.
We wonder why.	Wir fragen uns, wieso.
We'll all die.	Wir werden alle sterben!
We'll ask Tom.	Wir werden Tom fragen.
We'll ask Tom.	Wir werden Tom bitten.
We'll be busy.	Wir werden beschäftigt sein.
We'll be fine.	Uns wird es gut gehen.
We'll be fine.	Wir werden schon klarkommen.
We'll be here.	Wir werden hier sein.
We'll be late.	Wir werden uns verspäten.
We'll do that.	Das machen wir!
We'll do that.	Wir werden das tun.
We'll do this.	Wir werden das tun.
We'll get one.	Wir werden eins bekommen.
We'll go home.	Wir werden nach Hause gehen.
We'll hide it.	Wir werden es verstecken.
We'll make it.	Wir werden es machen.
We'll move in.	Wir werden einziehen.
We'll see you.	Wir werden dich treffen.
We'll stop it.	Wir werden es stoppen.
We'll succeed.	Wir werden erfolgreich sein.
We'll survive.	Wir werden überleben.
We'll survive.	Wir werden's überleben.
We'll take it.	Wir werden es nehmen.
We'll take it.	Wir nehmen es.
We'll take it.	Wir nehmen ihn.
We'll take it.	Wir nehmen sie.
We're ashamed.	Wir schämen uns.
We're at home.	Wir sind zu Hause.
We're baffled.	Wir sind verblüfft.
We're careful.	Wir sind vorsichtig.
We're certain.	Wir sind uns sicher.
We're correct.	Wir haben Recht.
We're cousins.	Wir sind Cousins.
We're curious.	Wir sind neugierig.
We're dancers.	Wir sind Tänzer.
We're dancing.	Wir tanzen.
We're dancing.	Wir tanzen gerade.
We're dieting.	Wir sind gerade auf Diät.
We're doctors.	Wir sind Ärzte.
We're enemies.	Wir sind Feinde.
We're engaged.	Wir sind verlobt.
We're fasting.	Wir fasten.
We're fasting.	Wir fasten gerade.
We're friends.	Wir sind Freunde.
We're friends.	Wir sind Freundinnen.
We're friends.	Wir sind befreundet.
We're humming.	Wir summen.
We're humming.	Wir summen gerade.
We're in love.	Wir sind verliebt.
We're in town.	Wir sind in der Stadt.
